UniqueCode,QualQuantInc,CADIMA Ref,Author,Study,PubYear,Journal,Study ID,Fire,Grazing,Tourism,Elevation_Stated,Elevation_Est,Elev_Est_Lower,Elev_Est_Upper,Slope,Slope_New,Landform,Landform_Analysis,Aspect,Temperature,Rainfall,Snow,Bare ground,Studysite,Loc.y,Loc.x,Studysite.aggregate,StudySite.LatLong,Loc.y2,Loc.x2,Studysite.aggregate.2,Loc.y.2,Loc.x.2,Study design,Independence?,Study details,Sampling method,Scale,N,r,Other?,Reason for study,Initial ES?,Aggregate.InitialES,Aggregate.InitialES2,Shrub.Dominant,Treatment,TreatmentAggregate1,TreatmentAggregate2,Treatment_Thematic,Treatment_Thematic1,TimeSinceFire...50,TimeSinceGrazing,Response,Family,Form.Category,Alpine.Zone,Alpine.Zone2,Region,Groundwater Association,Ecosystem Types,Seeder.Resprouter,Seeder.Resprouter2,Old.Response,Response.Level,Metric,Metric-Notes,Metric.Aggregate,Metric.Aggregate.Old,QualDirection,Control.Exposure,Design,Year.Initial,Mean...71,SD...72,Year.Final,Mean...74,SD...75,TimeSpan,MeanChange...77,AnnualChange,StandardisedAnnualChange,StandardisedAnnualChange.2,MeanChange...81,TimeSinceFire.New,Climate,Climate.Confounding?,Grazing.Confounding,ID,RainJuly,RainJan,JanTempMin,JanTempMax,JulyTempMin,JulyTempMax
368,Quant+Qual,Unpub3,Unpublished Morgan & Walker,Unpublished Morgan & Walker,2024,,SppHolmes,Unspecified,Unspecified,Unspecified,Unspecified,1400-1600,1400,1600,Plateau,Summit,Plateau,Plateau,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,"Holmes Plains, Victoria",-36.88204593,147.3674824,"Wellington & Holmes Plains, Victoria","-37.42048485514001, 146.7882581865983",-37.42048486,146.7882582,"BHP, Victoria",-37.42048486,146.7882582,BA,3 Paired BA,Analysis using Shapiro / Wilcox,"Field, observational",Single site,3,3,,,Heathland (dry) / Grassland,Heathland (dry) / Grassland,Heathland / Grassland,Shrub-dominant,Burnt 2003,Fire ( < 20 ya),Fire,Fire,Fire,21,NA,Hovea montana,Fabaceae,Tall,Subalpine,Subalpine,"Subalpine, Montane",Dry,,Both,Resprouter,Hovea montana,Species,Frequency of shrub touching pole,Frequency of shrub touching pole. Estimate of cover confirmed with SV.,Cover,Abundance,Promote,Exposure,BA,1999,9.333333,11.84624,2012,34.5,38.89087,13,25.166667,1.9358974615384617,1.9358974615384617,1.935897,25.166667,21,Yes,Historical Fire,No,"BHP, Victoria 2012",86.34999847,63.05000305,8.25,20,-2.5,4
369,Quant+Qual,Unpub3,Unpublished Morgan & Walker,Unpublished Morgan & Walker,2024,,SppWellington,Unspecified,Unspecified,Unspecified,Unspecified,1400-1600,1400,1600,Plateau,Summit,Plateau,Plateau,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,"Wellington Plains, Victoria",-37.51533161,146.8580289,"Wellington & Holmes Plains, Victoria","-37.42048485514001, 146.7882581865983",-37.42048486,146.7882582,"BHP, Victoria",-37.42048486,146.7882582,BA,3 Paired BA,Analysis using Shapiro / Wilcox,"Field, observational",Single site,6,6,,,Heathland (dry) / Grassland,Heathland (dry) / Grassland,Heathland / Grassland,Shrub-dominant,Burnt 2003,Fire ( < 20 ya),Fire,Fire,Fire,21,NA,Pimelea alpina,Thymelaeaceae,Mat,Alpine Subalpine,Alpine Subalpine,"Alpine, Subalpine",Dry,"Woodland, heathland, grassland",Resprouter,Resprouter,Pimelea_alpina,Species,Frequency of shrub touching pole,Frequency of shrub touching pole. Estimate of cover confirmed with SV.,Cover,Abundance,Promote,Exposure,BA,1998,9.75,13.67175,2010,31.16667,15.54885,12,21.41667,1.7847225,1.7847225,1.784723,21.41667,21,Yes,Historical Fire,No,"BHP, Victoria 2010",96.92499542,77.09999847,8.5,21.5,-3.25,4
370,Quant+Qual,Unpub3,Unpublished Morgan & Walker,Unpublished Morgan & Walker,2024,,SppWellington,Unspecified,Unspecified,Unspecified,Unspecified,1400-1600,1400,1600,Plateau,Summit,Plateau,Plateau,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,"Wellington Plains, Victoria",-37.51533161,146.8580289,"Wellington & Holmes Plains, Victoria","-37.42048485514001, 146.7882581865983",-37.42048486,146.7882582,"BHP, Victoria",-37.42048486,146.7882582,BA,3 Paired BA,Analysis using Shapiro / Wilcox,"Field, observational",Single site,6,6,,,Heathland (dry) / Grassland,Heathland (dry) / Grassland,Heathland / Grassland,Shrub-dominant,Burnt 2003,Fire ( < 20 ya),Fire,Fire,Fire,21,NA,Hovea montana,Fabaceae,Tall,Subalpine,Subalpine,"Subalpine, Montane",Dry,,Both,Resprouter,Hovea_montana,Species,Frequency of shrub touching pole,Frequency of shrub touching pole. Estimate of cover confirmed with SV.,Cover,Abundance,Reduce,Exposure,BA,1998,12.4,8.792042,2010,0,0,12,-12.4,-1.0333333333333334,-1.0333333333333334,-1.033333,-12.4,21,Yes,Historical Fire,No,"BHP, Victoria 2010",96.92499542,77.09999847,8.5,21.5,-3.25,4
371,Quant+Qual,Unpub3,Unpublished Morgan & Walker,Unpublished Morgan & Walker,2024,,SppWellington,Unspecified,Unspecified,Unspecified,Unspecified,1400-1600,1400,1600,Plateau,Summit,Plateau,Plateau,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,"Wellington Plains, Victoria",-37.51533161,146.8580289,"Wellington & Holmes Plains, Victoria","-37.42048485514001, 146.7882581865983",-37.42048486,146.7882582,"BHP, Victoria",-37.42048486,146.7882582,BA,3 Paired BA,Analysis using Shapiro / Wilcox,"Field, observational",Single site,6,6,,,Heathland (dry) / Grassland,Heathland (dry) / Grassland,Heathland / Grassland,Shrub-dominant,Burnt 2003,Fire ( < 20 ya),Fire,Fire,Fire,21,NA,Pultenaea tenella,Fabaceae,Tall,Alpine Subalpine,Alpine Subalpine,"Alpine, Subalpine, Non-alpine",Dry,,Seeder / Soil seed bank,Obligate Seeder,Pultenaea_tenella,Species,Frequency of shrub touching pole,Frequency of shrub touching pole. Estimate of cover confirmed with SV.,Cover,Abundance,Promote,Exposure,BA,1999,12.8,10.40192,2010,74.5,45.35085,11,61.7,5.6090909090909093,5.6090909090909093,5.609091,61.7,21,Omit,Fire during study period,No,"BHP, Victoria 2010",96.92499542,77.09999847,8.5,21.5,-3.25,4
372,Quant+Qual,Unpub3,Unpublished Morgan & Walker,Unpublished Morgan & Walker,2024,,SppWellington,Unspecified,Unspecified,Unspecified,Unspecified,1400-1600,1400,1600,Plateau,Summit,Plateau,Plateau,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,"Wellington Plains, Victoria",-37.51533161,146.8580289,"Wellington & Holmes Plains, Victoria","-37.42048485514001, 146.7882581865983",-37.42048486,146.7882582,"BHP, Victoria",-37.42048486,146.7882582,BA,3 Paired BA,Analysis using Shapiro / Wilcox,"Field, observational",Single site,6,6,,,Heathland (dry) / Grassland,Heathland (dry) / Grassland,Heathland / Grassland,Shrub-dominant,Burnt 2003,Fire ( < 20 ya),Fire,Fire,Fire,21,NA,Ozothamnus cupressoides,Asteraceae,Tall,Alpine Subalpine,Alpine Subalpine,"Alpine, Subalpine",Both,"Bogs, Heathland",Resprouter,Resprouter,Ozothamnus_cupressoides,Species,Frequency of shrub touching pole,Frequency of shrub touching pole. Estimate of cover confirmed with SV.,Cover,Abundance,Reduce,Exposure,BA,1998,21,0,2010,10,5,12,-11,-0.91666666666666663,-0.91666666666666663,-0.916667,-11,21,Yes,Historical Fire,No,"BHP, Victoria 2010",96.92499542,77.09999847,8.5,21.5,-3.25,4
373,Quant+Qual,Unpub3,Unpublished Morgan & Walker,Unpublished Morgan & Walker,2024,,ShrubHolmes,Unspecified,Unspecified,Unspecified,Unspecified,1400-1600,1400,1600,Plateau,Summit,Plateau,Plateau,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,"Holmes Plains, Victoria",-36.88204593,147.3674824,"Wellington & Holmes Plains, Victoria","-37.42048485514001, 146.7882581865983",-37.42048486,146.7882582,"BHP, Victoria",-37.42048486,146.7882582,BA,3 Paired BA,Analysis using Shapiro / Wilcox,"Field, observational",Single site,3,3,,,Heathland (dry) / Grassland,Heathland (dry) / Grassland,Heathland / Grassland,Shrub-dominant,Burnt 2003,Fire ( < 20 ya),Fire,Fire,Fire,9,,Shrubs,Mixed,Mixed,Mixed,Alpine Subalpine,Mixed,Mixed,,Mixed,Mixed,Shrub,Shrub,Frequency of species (or lifeform) cover,Frequency of species (or lifeform) cover. Estimate of cover confirmed by SV.,Cover,Abundance,Promote,Exposure,BA,1998,2.51,2.57,2012,21.67,20.74,14,19.160000000000004,1.3685714285714288,1.3685714285714288,1.368571,19.16,9,Omit,Fire during study period,No,"BHP, Victoria 2012",86.34999847,63.05000305,8.25,20,-2.5,4
374,Quant+Qual,Unpub3,Unpublished Morgan & Walker,Unpublished Morgan & Walker,2024,,ShrubWellington,Unspecified,Unspecified,Unspecified,Unspecified,1400-1600,1400,1600,Plateau,Summit,Plateau,Plateau,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,"Wellington Plains, Victoria",-37.51533161,146.8580289,"Wellington & Holmes Plains, Victoria","-37.42048485514001, 146.7882581865983",-37.42048486,146.7882582,"BHP, Victoria",-37.42048486,146.7882582,BA,3 Paired BA,Analysis using Shapiro / Wilcox,"Field, observational",Single site,6,6,,,Heathland (dry) / Grassland,Heathland (dry) / Grassland,Heathland / Grassland,Shrub-dominant,Burnt 2003,Fire ( < 20 ya),Fire,Fire,Fire,7,,Shrubs,Mixed,Mixed,Mixed,Alpine Subalpine,Mixed,Mixed,,Mixed,Mixed,Shrub,Shrub,Frequency of species (or lifeform) cover,Frequency of species (or lifeform) cover. Estimate of cover confirmed by SV.,Cover,Abundance,Promote,Exposure,BA,1999,19.2,19,2010,44,39.7,11,24.8,2.2545454545454544,2.2545454545454544,2.254545,24.8,7,Omit,Fire during study period,No,"BHP, Victoria 2010",96.92499542,77.09999847,8.5,21.5,-3.25,4
375,Quant+Qual,Unpub4,Unpublished McDougall (Fire),Unpublished McDougall (Fire),2024,,Species,Unspecified,Unspecified,Unspecified,1190-1660,1190-1660,1190,1660,0-30,Slope,Multiple,Multiple,Various,Unspecified,Unspecified,Unspecified,Unspecified,"BHP, Victoria",-36.88643224,147.2418571,"BHP, Victoria","-36.8864322376897, 147.2418570718984",-36.88643224,147.2418571,"BHP, Victoria",-36.88643224,147.2418571,BA,3 Paired BA,Analysis using glm,"Field, observational",Multiple sites,72,8 to 64,,,Multiple,Multiple,Multiple,Mixed,Burnt 2003,Fire ( < 20 ya),Fire,Fire,Fire,10,NA,Cassinia ochreatus,Asteraceae,Tall,Subalpine,Subalpine,"Subalpine, Montane, Nonalpine",Dry,,Seeder / Soil seed bank,Obligate Seeder,Cassinia ochreatus,Species,Shrub cover,Shrub cover,Cover,Cover,Promote,Exposure,BA,2002,0,0,2013,0.015625,0.125,11,1.5625E-2,1.4204545454545455E-3,1.4204545454545455E-3,0.00142,0.015625,10,Omit,Fire during study period,No,"BHP, Victoria 2013",121,41.42499924,9,22.25,-1.25,5
376,Quant+Qual,Unpub4,Unpublished McDougall (Fire),Unpublished McDougall (Fire),2024,,Species,Unspecified,Unspecified,Unspecified,1190-1660,1190-1660,1190,1660,0-30,Slope,Multiple,Multiple,Various,Unspecified,Unspecified,Unspecified,Unspecified,"BHP, Victoria",-36.88643224,147.2418571,"BHP, Victoria","-36.8864322376897, 147.2418570718984",-36.88643224,147.2418571,"BHP, Victoria",-36.88643224,147.2418571,BA,3 Paired BA,Analysis using glm,"Field, observational",Multiple sites,72,8 to 64,,,Multiple,Multiple,Multiple,Mixed,Burnt 2003,Fire ( < 20 ya),Fire,Fire,Fire,10,NA,Daviesia ulicifolia,Ericaceae,Dwarf,Alpine Subalpine,Alpine Subalpine,"Alpine, Subalpine",Dry,,Fire killed,No fire tolerance,Daviesia ulicifolia,Species,Shrub cover,Shrub cover,Cover,Cover,Promote,Exposure,BA,2002,0.015625,0.125,2013,0.03125,0.175368094,11,1.5625E-2,1.4204545454545455E-3,1.4204545454545455E-3,0.00142,0.015625,10,Omit,Fire during study period,No,"BHP, Victoria 2013",121,41.42499924,9,22.25,-1.25,5
377,Quant+Qual,Unpub4,Unpublished McDougall (Fire),Unpublished McDougall (Fire),2024,,Species,Unspecified,Unspecified,Unspecified,1190-1660,1190-1660,1190,1660,0-30,Slope,Multiple,Multiple,Various,Unspecified,Unspecified,Unspecified,Unspecified,"BHP, Victoria",-36.88643224,147.2418571,"BHP, Victoria","-36.8864322376897, 147.2418570718984",-36.88643224,147.2418571,"BHP, Victoria",-36.88643224,147.2418571,BA,3 Paired BA,Analysis using glm,"Field, observational",Multiple sites,72,8 to 64,,,Multiple,Multiple,Multiple,Mixed,Burnt 2003,Fire ( < 20 ya),Fire,Fire,Fire,10,NA,Rubus parvifolius,Rosaceae,Tall,Subalpine,Subalpine,"Subalpine, Montane, Nonalpine",Dry,,Seeder / Soil seed bank,Obligate Seeder,Rubus parvifolius,Species,Shrub cover,Shrub cover,Cover,Cover,Promote,Exposure,BA,2002,0.015625,0.125,2013,0.03125,0.175368094,11,1.5625E-2,1.4204545454545455E-3,1.4204545454545455E-3,0.00142,0.015625,10,Omit,Fire during study period,No,"BHP, Victoria 2013",121,41.42499924,9,22.25,-1.25,5
378,Quant+Qual,Unpub4,Unpublished McDougall (Fire),Unpublished McDougall (Fire),2024,,Species,Unspecified,Unspecified,Unspecified,1190-1660,1190-1660,1190,1660,0-30,Slope,Multiple,Multiple,Various,Unspecified,Unspecified,Unspecified,Unspecified,"BHP, Victoria",-36.88643224,147.2418571,"BHP, Victoria","-36.8864322376897, 147.2418570718984",-36.88643224,147.2418571,"BHP, Victoria",-36.88643224,147.2418571,BA,3 Paired BA,Analysis manually,"Field, observational",Multiple sites,72,8 to 64,,,Multiple,Multiple,Multiple,Mixed,Burnt 2003,Fire ( < 20 ya),Fire,Fire,Fire,10,NA,Baeckea utilis,Myrtaceae,Tall,Alpine Subalpine,Alpine Subalpine,"Alpine, Subalpine, Non-alpine",Both,,Both,Resprouter,Baeckea utilis,Species,Shrub cover,Shrub cover,Cover,Cover,No change,Exposure,BA,2002,0.015625,0.125,2013,0.015625,0.125,11,0,0,0,0,0,10,Omit,Fire during study period,No,"BHP, Victoria 2013",121,41.42499924,9,22.25,-1.25,5
379,Quant+Qual,Unpub4,Unpublished McDougall (Fire),Unpublished McDougall (Fire),2024,,Species,Unspecified,Unspecified,Unspecified,1190-1660,1190-1660,1190,1660,0-30,Slope,Multiple,Multiple,Various,Unspecified,Unspecified,Unspecified,Unspecified,"BHP, Victoria",-36.88643224,147.2418571,"BHP, Victoria","-36.8864322376897, 147.2418570718984",-36.88643224,147.2418571,"BHP, Victoria",-36.88643224,147.2418571,BA,3 Paired BA,Analysis manually,"Field, observational",Multiple sites,72,8 to 64,,,Multiple,Multiple,Multiple,Mixed,Burnt 2003,Fire ( < 20 ya),Fire,Fire,Fire,10,NA,Hovea sp.,Fabaceae,Tall,Subalpine,Subalpine,"Subalpine, Montane",Dry,,Both,Resprouter,Hovea sp Kiandra,Species,Shrub cover,Shrub cover,Cover,Cover,No change,Exposure,BA,2002,0.015625,0.125,2013,0.015625,0.125,11,0,0,0,0,0,10,Omit,Fire during study period,No,"BHP, Victoria 2013",121,41.42499924,9,22.25,-1.25,5
380,Quant+Qual,Unpub4,Unpublished McDougall (Fire),Unpublished McDougall (Fire),2024,,Species,Unspecified,Unspecified,Unspecified,1190-1660,1190-1660,1190,1660,0-30,Slope,Multiple,Multiple,Various,Unspecified,Unspecified,Unspecified,Unspecified,"BHP, Victoria",-36.88643224,147.2418571,"BHP, Victoria","-36.8864322376897, 147.2418570718984",-36.88643224,147.2418571,"BHP, Victoria",-36.88643224,147.2418571,BA,3 Paired BA,Analysis manually,"Field, observational",Multiple sites,72,8 to 64,,,Multiple,Multiple,Multiple,Mixed,Burnt 2003,Fire ( < 20 ya),Fire,Fire,Fire,10,NA,Tasmannia xerophylla,Winteraceae,Tall,Subalpine,Subalpine,"Subalpine, Montane",Both,"Bogs, Fjaeldmark, Forest, Grassland",Both,Resprouter,Tasmannia xerophylla,Species,Shrub cover,Shrub cover,Cover,Cover,No change,Exposure,BA,2002,0.015625,0.125,2013,0.015625,0.125,11,0,0,0,0,0,10,Omit,Fire during study period,No,"BHP, Victoria 2013",121,41.42499924,9,22.25,-1.25,5
381,Quant+Qual,Unpub4,Unpublished McDougall (Fire),Unpublished McDougall (Fire),2024,,Species,Unspecified,Unspecified,Unspecified,1190-1660,1190-1660,1190,1660,0-30,Slope,Multiple,Multiple,Various,Unspecified,Unspecified,Unspecified,Unspecified,"BHP, Victoria",-36.88643224,147.2418571,"BHP, Victoria","-36.8864322376897, 147.2418570718984",-36.88643224,147.2418571,"BHP, Victoria",-36.88643224,147.2418571,BA,3 Paired BA,Analysis manually,"Field, observational",Multiple sites,72,8 to 64,,,Multiple,Multiple,Multiple,Mixed,Burnt 2003,Fire ( < 20 ya),Fire,Fire,Fire,10,NA,Coprosma nivalis,Rubiaceae,Mat,Subalpine,Subalpine,"Subalpine, Montane",Dry,Woodland,Fire killed,No fire tolerance,Coprosma nivalis,Species,Shrub cover,Shrub cover,Cover,Cover,No change,Exposure,BA,2002,0.015625,0.125,2013,0.015625,0.125,11,0,0,0,0,0,10,Omit,Fire during study period,No,"BHP, Victoria 2013",121,41.42499924,9,22.25,-1.25,5
382,Quant+Qual,Unpub4,Unpublished McDougall (Fire),Unpublished McDougall (Fire),2024,,Species,Unspecified,Unspecified,Unspecified,1190-1660,1190-1660,1190,1660,0-30,Slope,Multiple,Multiple,Various,Unspecified,Unspecified,Unspecified,Unspecified,"BHP, Victoria",-36.88643224,147.2418571,"BHP, Victoria","-36.8864322376897, 147.2418570718984",-36.88643224,147.2418571,"BHP, Victoria",-36.88643224,147.2418571,BA,3 Paired BA,Analysis manually,"Field, observational",Multiple sites,72,8 to 64,,,Multiple,Multiple,Multiple,Mixed,Burnt 2003,Fire ( < 20 ya),Fire,Fire,Fire,10,NA,Olearia brevipedunculata,Asteraceae,Tall,Subalpine,Subalpine,Subalpine,Dry,Subalpine,Resprouter,Resprouter,Olearia brevipedunculata,Species,Shrub cover,Shrub cover,Cover,Cover,No change,Exposure,BA,2002,0.015625,0.125,2013,0.015625,0.125,11,0,0,0,0,0,10,Omit,Fire during study period,No,"BHP, Victoria 2013",121,41.42499924,9,22.25,-1.25,5
383,Quant+Qual,Unpub4,Unpublished McDougall (Fire),Unpublished McDougall (Fire),2024,,Species,Unspecified,Unspecified,Unspecified,1190-1660,1190-1660,1190,1660,0-30,Slope,Multiple,Multiple,Various,Unspecified,Unspecified,Unspecified,Unspecified,"BHP, Victoria",-36.88643224,147.2418571,"BHP, Victoria","-36.8864322376897, 147.2418570718984",-36.88643224,147.2418571,"BHP, Victoria",-36.88643224,147.2418571,BA,3 Paired BA,Analysis manually,"Field, observational",Multiple sites,72,8 to 64,,,Multiple,Multiple,Multiple,Mixed,Burnt 2003,Fire ( < 20 ya),Fire,Fire,Fire,10,NA,Persoonia chamaepeuce,Proteaceae,Dwarf,Subalpine,Subalpine,"Subalpine, Nonalpine",Dry,"Heathland, Forest",Resprouter,Resprouter,Persoonia chamaepeuce,Species,Shrub cover,Shrub cover,Cover,Cover,No change,Exposure,BA,2002,0.015625,0.125,2013,0.015625,0.125,11,0,0,0,0,0,10,Omit,Fire during study period,No,"BHP, Victoria 2013",121,41.42499924,9,22.25,-1.25,5
384,Quant+Qual,Unpub4,Unpublished McDougall (Fire),Unpublished McDougall (Fire),2024,,Species,Unspecified,Unspecified,Unspecified,1190-1660,1190-1660,1190,1660,0-30,Slope,Multiple,Multiple,Various,Unspecified,Unspecified,Unspecified,Unspecified,"BHP, Victoria",-36.88643224,147.2418571,"BHP, Victoria","-36.8864322376897, 147.2418570718984",-36.88643224,147.2418571,"BHP, Victoria",-36.88643224,147.2418571,BA,3 Paired BA,Analysis using glm,"Field, observational",Multiple sites,72,8 to 64,,,Multiple,Multiple,Multiple,Mixed,Burnt 2003,Fire ( < 20 ya),Fire,Fire,Fire,10,NA,Cryptandra amara,Rhamnaceae,Tall,Alpine Subalpine,Alpine Subalpine,"Alpine, Subalpine",Dry,,Both,Resprouter,Cryptandra amara,Species,Shrub cover,Shrub cover,Cover,Cover,Reduce,Exposure,BA,2002,0.015625,0.125,2013,0,0,11,-1.5625E-2,-1.4204545454545455E-3,-1.4204545454545455E-3,-0.00142,-0.015625,10,Omit,Fire during study period,No,"BHP, Victoria 2013",121,41.42499924,9,22.25,-1.25,5
385,Quant+Qual,Unpub4,Unpublished McDougall (Fire),Unpublished McDougall (Fire),2024,,Species,Unspecified,Unspecified,Unspecified,1190-1660,1190-1660,1190,1660,0-30,Slope,Multiple,Multiple,Various,Unspecified,Unspecified,Unspecified,Unspecified,"BHP, Victoria",-36.88643224,147.2418571,"BHP, Victoria","-36.8864322376897, 147.2418570718984",-36.88643224,147.2418571,"BHP, Victoria",-36.88643224,147.2418571,BA,3 Paired BA,Analysis using glm,"Field, observational",Multiple sites,72,8 to 64,,,Multiple,Multiple,Multiple,Mixed,Burnt 2003,Fire ( < 20 ya),Fire,Fire,Fire,10,NA,Pimelea bracteata,Thymelaeaceae,Tall,Subalpine,Subalpine,"Subalpine, Nonalpine",Dry,,Both,Resprouter,Pimelea bracteata,Species,Shrub cover,Shrub cover,Cover,Cover,Promote,Exposure,BA,2002,0.03125,0.175368094,2013,0.0625,0.243975018,11,3.125E-2,2.840909090909091E-3,2.840909090909091E-3,0.002841,0.03125,10,Omit,Fire during study period,No,"BHP, Victoria 2013",121,41.42499924,9,22.25,-1.25,5
386,Quant+Qual,Unpub4,Unpublished McDougall (Fire),Unpublished McDougall (Fire),2024,,Species,Unspecified,Unspecified,Unspecified,1190-1660,1190-1660,1190,1660,0-30,Slope,Multiple,Multiple,Various,Unspecified,Unspecified,Unspecified,Unspecified,"BHP, Victoria",-36.88643224,147.2418571,"BHP, Victoria","-36.8864322376897, 147.2418570718984",-36.88643224,147.2418571,"BHP, Victoria",-36.88643224,147.2418571,BA,3 Paired BA,Analysis using glm,"Field, observational",Multiple sites,72,8 to 64,,,Multiple,Multiple,Multiple,Mixed,Burnt 2003,Fire ( < 20 ya),Fire,Fire,Fire,10,NA,Callistemon pityoides,Myrtaceae,Tall,Subalpine,Subalpine,"Subalpine, Nonalpine",Dry,,Resprouter,Resprouter,Callistemon pityoides,Species,Shrub cover,Shrub cover,Cover,Cover,Promote,Exposure,BA,2002,0.03125,0.25,2013,0.046875,0.375,11,1.5625E-2,1.4204545454545455E-3,1.4204545454545455E-3,0.00142,0.015625,10,Omit,Fire during study period,No,"BHP, Victoria 2013",121,41.42499924,9,22.25,-1.25,5
387,Quant+Qual,Unpub4,Unpublished McDougall (Fire),Unpublished McDougall (Fire),2024,,Species,Unspecified,Unspecified,Unspecified,1190-1660,1190-1660,1190,1660,0-30,Slope,Multiple,Multiple,Various,Unspecified,Unspecified,Unspecified,Unspecified,"BHP, Victoria",-36.88643224,147.2418571,"BHP, Victoria","-36.8864322376897, 147.2418570718984",-36.88643224,147.2418571,"BHP, Victoria",-36.88643224,147.2418571,BA,3 Paired BA,Analysis using glm,"Field, observational",Multiple sites,72,8 to 64,,,Multiple,Multiple,Multiple,Mixed,Burnt 2003,Fire ( < 20 ya),Fire,Fire,Fire,10,NA,Comesperma retusum,Polygalaceae,Tall,Subalpine,Subalpine,"Subalpine, Montane, Nonalpine",Dry,,Seeder / Soil seed bank,Obligate Seeder,Comesperma retusum,Species,Shrub cover,Shrub cover,Cover,Cover,Promote,Exposure,BA,2002,0.03125,0.175368094,2013,0.046875,0.213042026,11,1.5625E-2,1.4204545454545455E-3,1.4204545454545455E-3,0.00142,0.015625,10,Omit,Fire during study period,No,"BHP, Victoria 2013",121,41.42499924,9,22.25,-1.25,5
